Date,Team,Opponent,Team Score,Opponent Score
12/8/2012,Toledo,E Illinois,67,59
12/8/2012,Pacific,San Francisco,67,59
12/8/2012,Rutgers,Iona,81,73
12/8/2012,Drexel,Princeton,64,57
12/8/2012,Vermont,Quinnipiac,53,46
12/8/2012,Georgia Tech,UNC Wilmington,73,66
12/8/2012,Davidson,Wofford,63,56
12/8/2012,Pepperdine,Hawaii,63,56
12/8/2012,W Carolina,Appalachian St,70,64
12/8/2012,Loyola MD,St Peter's,61,55
12/8/2012,Georgetown,Towson,46,40
12/8/2012,Delaware St,Delaware,73,67
12/8/2012,Albany NY,Colgate,67,61
12/8/2012,Marshall,Coppin St,69,63
12/8/2012,San Diego,Tulane,78,72
12/8/2012,Northern Iowa,George Mason,82,77
12/8/2012,William & Mary,Radford,60,55
12/8/2012,McNeese St,ULL,77,72
12/8/2012,San Jose St,CS Sacramento,62,57
12/8/2012,Long Island,Hofstra,88,84
12/8/2012,Seton Hall,Wake Forest,71,67
12/8/2012,Utah Valley,Troy,86,82
12/8/2012,UTEP,Idaho,64,60
12/8/2012,Kansas St,G Washington,65,62
12/8/2012,Middle Tenn St,Mississippi,65,62
12/8/2012,E Michigan,Purdue,47,44
12/8/2012,Nevada,Washington,76,73
12/8/2012,Arkansas St,St Bonaventure,73,70
12/8/2012,Houston,TX Southern,78,75
12/8/2012,Cent Arkansas,SE Missouri St,88,85
12/8/2012,BYU,Utah,61,58
12/8/2012,UCLA,Texas,65,63
12/8/2012,La Salle,Northeastern,66,64
12/8/2012,Tulsa,TCU,50,49
12/8/2012,West Virginia,Virginia Tech,68,67
12/8/2012,Richmond,James Madison,83,82
12/9/2012,DePaul,WI Milwaukee,84,50
12/9/2012,Florida St,Maine,91,59
12/9/2012,Iowa St,NE Omaha,93,65
12/9/2012,Furman,Presbyterian,81,57
12/9/2012,Manhattan,Siena,75,55
12/9/2012,N Dakota St,North Dakota,72,52
12/9/2012,Norfolk St,MD Baltimore Co,83,66
12/9/2012,Creighton,Akron,77,61
12/9/2012,Fairfield,Rider,65,52
12/9/2012,Canisius,Marist,94,82
12/9/2012,Columbia,American Univ,54,42
12/9/2012,Hartford,F Dickinson,69,59
12/9/2012,Washington St,Fresno St,59,50
12/9/2012,Xavier,Kent,62,55
12/9/2012,S Dakota St,CS Bakersfield,69,63
12/9/2012,Florida Intl,Stetson,82,79
12/9/2012,Lafayette,Sacred Heart,72,70
12/9/2012,UNLV,California,76,75
12/10/2012,Georgetown,Longwood,89,53
12/10/2012,Virginia Tech,MS Valley St,70,49
12/10/2012,ULL,Lamar,77,60
12/10/2012,Detroit,Alabama St,81,68
12/10/2012,Navy,Bryant,69,59
12/10/2012,ULM,SE Louisiana,68,61
12/10/2012,Seattle,E Washington,75,69
12/11/2012,St Mary's CA,Jackson St,120,67
12/11/2012,Auburn,Grambling,92,42
12/11/2012,Michigan,Binghamton,67,39
12/11/2012,Santa Clara,San Jose St,75,54
12/11/2012,Stony Brook,St Francis NY,77,61
12/11/2012,LSU,Chattanooga,80,67
12/11/2012,Minnesota,N Dakota St,70,57
12/11/2012,Nevada,Cal Poly SLO,69,56
12/11/2012,Villanova,St Joseph's PA,65,61
12/11/2012,Duquesne,West Virginia,60,56
12/11/2012,Rutgers,G Washington,68,65
12/11/2012,NJIT,Army,69,67
12/11/2012,Harvard,Boston Univ,65,64
12/12/2012,Ohio St,Savannah St,85,45
12/12/2012,Maryland,Monmouth NJ,71,38
12/12/2012,Long Island,Rice,97,70
12/12/2012,Coppin St,MD Baltimore Co,80,61
12/12/2012,DePaul,Arizona St,78,61
12/12/2012,Baylor,Lamar,85,68
12/12/2012,Niagara,Hartford,75,59
12/12/2012,Fairfield,WI Milwaukee,62,46
12/12/2012,Wisconsin,WI Green Bay,65,54
12/12/2012,Temple,Towson,72,61
12/12/2012,UCF,Bethune-Cookman,72,62
12/12/2012,Illinois,Norfolk St,64,54
12/12/2012,Albany NY,S Carolina St,70,61
12/12/2012,McNeese St,Louisiana Tech,80,72
12/12/2012,Colorado,Fresno St,50,43
12/12/2012,Oregon St,Portland St,79,74
12/12/2012,New Orleans,Nicholls St,79,76
12/12/2012,Vermont,Dartmouth,52,50
12/13/2012,UT Arlington,Houston Bap,81,47
12/13/2012,Southern Univ,ULM,68,39
12/13/2012,Belmont,Middle Tenn St,64,49
12/13/2012,Washington,Seattle,87,74
12/13/2012,CS Fullerton,Idaho St,66,53
12/13/2012,Washington St,Jackson St,52,41
12/13/2012,Tennessee,Wichita St,69,60
12/13/2012,Alabama St,Troy,74,68
12/13/2012,NC A&T,NJIT,76,71
12/13/2012,FL Gulf Coast,Florida Intl,76,73
12/14/2012,Miami FL,Charlotte,77,46
12/14/2012,Army,Maine,96,67
12/14/2012,Mississippi,ETSU,77,55
12/14/2012,Boise St,LSU,89,70
12/14/2012,UCF,Old Dominion,75,71
12/15/2012,Pittsburgh,Bethune-Cookman,89,40
12/15/2012,Southern Miss,Grambling,93,45
12/15/2012,USC,UC Riverside,70,26
12/15/2012,UCLA,Prairie View,95,53
12/15/2012,Kentucky,Lipscomb,88,50
12/15/2012,Arkansas,Alcorn St,97,59
12/15/2012,Denver,NE Omaha,82,47
12/15/2012,St Bonaventure,Cleveland St,87,53
12/15/2012,Kansas,Belmont,89,60
12/15/2012,IL Chicago,E Michigan,74,48
12/15/2012,Dayton,FL Atlantic,81,56
12/15/2012,Vanderbilt,Alabama A&M,71,46
12/15/2012,Syracuse,Canisius,85,61
12/15/2012,Stanford,UC Davis,75,52
12/15/2012,Clemson,Florida A&M,80,57
12/15/2012,NC State,Norfolk St,84,62
12/15/2012,Loyola MD,Mt St Mary's,79,57
12/15/2012,St Louis,TN Martin,73,51
12/15/2012,Houston,ULL,85,63
12/15/2012,Rhode Island,SMU,72,50
12/15/2012,Oregon,Nebraska,60,38
12/15/2012,Robert Morris,Duquesne,91,69
12/15/2012,Marquette,Savannah St,71,51
12/15/2012,Richmond,Stetson,76,57
12/15/2012,VA Commonwealth,Alabama,73,54
12/15/2012,Arizona St,Dartmouth,61,42
12/15/2012,Ohio St,UNC Asheville,90,72
12/15/2012,St John's,St Francis NY,77,60
12/15/2012,N Dakota St,Towson,65,48
12/15/2012,Cincinnati,Marshall,72,56
12/15/2012,San Diego St,San Diego,72,56
12/15/2012,Davidson,UNC Wilmington,77,61
12/15/2012,Sam Houston St,Samford,73,57
12/15/2012,Gonzaga,Kansas St,68,52
12/15/2012,New Mexico,New Mexico St,73,58
12/15/2012,Michigan,West Virginia,81,66
12/15/2012,Auburn,Furman,64,50
12/15/2012,Indiana St,IUPUI,75,61
12/15/2012,Georgetown,W Carolina,81,68
12/15/2012,Notre Dame,Purdue,81,68
12/15/2012,Evansville,Alabama St,80,67
12/15/2012,Gardner Webb,Citadel,71,58
12/15/2012,Wagner,Coppin St,77,65
12/15/2012,Texas,Texas St,75,63
12/15/2012,Seton Hall,NC A&T,77,66
12/15/2012,Tennessee Tech,WI Milwaukee,69,58
12/15/2012,Oklahoma,Texas A&M,64,54
12/15/2012,BYU,Weber St,78,68
12/15/2012,Creighton,California,74,64
12/15/2012,Louisville,Memphis,87,78
12/15/2012,Iowa St,Drake,86,77
12/15/2012,Loyola-Chicago,Mississippi St,59,51
12/15/2012,Washington,Jackson St,75,67
12/15/2012,Nevada,San Francisco,59,51
12/15/2012,Bucknell,La Salle,74,66
12/15/2012,Valparaiso,Missouri St,62,54
12/15/2012,Detroit,Akron,80,73
12/15/2012,Hartford,Rice,58,51
12/15/2012,Iowa,Northern Iowa,80,73
12/15/2012,Ark Little Rock,Tulsa,72,65
12/15/2012,UC Irvine,Fresno St,58,51
12/15/2012,Howard,Liberty,60,53
12/15/2012,Jacksonville St,Presbyterian,66,59
12/15/2012,Ball St,South Dakota,80,73
12/15/2012,North Carolina,East Carolina,93,87
12/15/2012,Wright St,Hofstra,63,57
12/15/2012,Utah St,Utah Valley,69,63
12/15/2012,Massachusetts,Elon,78,73
12/15/2012,Ga Southern,Virginia Tech,78,73
12/15/2012,TX Pan American,Lamar,75,70
12/15/2012,Penn St,Delaware St,80,76
12/15/2012,Santa Clara,Pacific,75,71
12/15/2012,Iona,Georgia,81,78
12/15/2012,Fordham,Princeton,63,60
12/15/2012,S Illinois,WI Green Bay,72,70
12/15/2012,Butler,Indiana,88,86
12/15/2012,Winthrop,Ohio,50,49
12/15/2012,Troy,Georgia St,57,56
12/15/2012,S Dakota St,Montana,68,67
12/15/2012,Arizona,Florida,65,64
12/16/2012,Oklahoma St,Cent Arkansas,91,63
12/16/2012,Long Island,Manhattan,75,48
12/16/2012,Marist,Maine,94,69
12/16/2012,Illinois St,Morgan St,87,68
12/16/2012,Charlotte,Kennesaw,66,52
12/16/2012,Illinois,E Kentucky,66,53
12/16/2012,James Madison,UNC Greensboro,85,73
12/16/2012,Arkansas St,Austin Peay,69,57
12/16/2012,Fairfield,Drexel,69,58
12/16/2012,Niagara,Vermont,68,58
12/16/2012,Appalachian St,Missouri KC,81,71
12/16/2012,Mercer,Chattanooga,63,53
12/16/2012,Villanova,Delaware,75,65
12/16/2012,Oregon St,Chicago St,87,77
12/16/2012,Rutgers,UAB,88,79
12/16/2012,Boston Univ,Quinnipiac,69,62
12/16/2012,CS Fullerton,TX Southern,93,86
12/16/2012,W Michigan,High Point,70,64
12/16/2012,North Texas,SE Louisiana,45,40
12/16/2012,Murray St,W Kentucky,75,70
12/16/2012,DePaul,N Illinois,69,64
12/16/2012,South Alabama,TAM C. Christi,74,69
12/16/2012,McNeese St,Texas Tech,80,75
12/16/2012,C Michigan,Pepperdine,80,77
12/16/2012,Boston College,New Hampshire,61,59
12/17/2012,Missouri,S Carolina St,102,51
12/17/2012,Georgia Tech,Alabama St,75,41
12/17/2012,Connecticut,MD E Shore,84,50
12/17/2012,Canisius,Longwood,82,54
12/17/2012,Colorado St,North Florida,83,55
12/17/2012,Bucknell,St Francis PA,76,49
12/17/2012,UC Davis,E Washington,87,65
12/17/2012,Bradley,Ga Southern,62,43
12/17/2012,Portland,CS Bakersfield,69,51
12/17/2012,Temple,Alcorn St,63,46
12/17/2012,Baylor,SC Upstate,73,57
12/17/2012,Florida St,ULM,63,48
12/17/2012,S Illinois,New Orleans,74,61
12/17/2012,Notre Dame,IPFW,74,62
12/17/2012,Southern Utah,North Dakota,79,67
12/17/2012,Vanderbilt,Cornell,66,55
12/17/2012,Jackson St,Seattle,91,82
12/17/2012,Santa Clara,Cal Poly SLO,72,64
12/17/2012,Northern Arizona,Montana St,87,80
12/17/2012,Northwestern,Texas St,74,68
12/17/2012,Syracuse,Detroit,72,68
12/17/2012,UNLV,UTEP,62,60
12/17/2012,Oakland,Valparaiso,70,68
12/17/2012,Louisiana Tech,Ark Little Rock,75,73
12/18/2012,Wofford,Jacksonville,94,52
12/18/2012,Providence,Colgate,79,45
12/18/2012,VA Commonwealth,W Kentucky,76,44
12/18/2012,Akron,Ark Pine Bluff,76,46
12/18/2012,Middle Tenn St,Tennessee St,77,48
12/18/2012,Kansas,Richmond,87,59
12/18/2012,Arizona,Oral Roberts,89,64
12/18/2012,Wake Forest,Furman,79,55
12/18/2012,Miami FL,UCF,72,50
12/18/2012,Charleston So,ETSU,72,51
12/18/2012,Auburn,Tennessee Tech,81,62
12/18/2012,UCLA,Long Beach St,89,70
12/18/2012,South Florida,Youngstown St,72,54
12/18/2012,Iona,Liberty,87,69
12/18/2012,Tennessee,Presbyterian,78,62
12/18/2012,W Illinois,IL Chicago,70,54
12/18/2012,Alabama A&M,Missouri St,59,47
12/18/2012,Texas A&M,TAM C. Christi,66,54
12/18/2012,TCU,Southern Univ,68,57
12/18/2012,Michigan St,Bowling Green,64,53
12/18/2012,Col Charleston,Old Dominion,76,65
12/18/2012,Purdue,Ball St,66,56
12/18/2012,Wyoming,Denver,71,61
12/18/2012,Ohio St,Winthrop,65,55
12/18/2012,Holy Cross,San Francisco,73,63
12/18/2012,Kansas St,TX Southern,78,69
12/18/2012,Georgia,Mercer,58,49
12/18/2012,Utah,SMU,62,53
12/18/2012,NC State,Stanford,88,79
12/18/2012,California,Santa Barbara,68,59
12/18/2012,Hampton,American Univ,72,65
12/18/2012,UNC Asheville,Northeastern,79,73
12/18/2012,LSU,UC Irvine,66,60
12/18/2012,Stony Brook,Sacred Heart,64,59
12/18/2012,Robert Morris,ULL,66,61
12/18/2012,Nebraska,Jacksonville St,59,55
12/18/2012,Lipscomb,Austin Peay,87,84
12/18/2012,East Carolina,Gardner Webb,62,60
12/18/2012,Southern Miss,Georgia St,69,67
12/18/2012,Stetson,FL Atlantic,69,68
12/18/2012,SF Austin,Oklahoma,56,55
12/19/2012,Iowa,S Carolina St,90,46
12/19/2012,Duke,Cornell,88,47
12/19/2012,St Bonaventure,Citadel,97,57
12/19/2012,Indiana,Mt St Mary's,93,54
12/19/2012,Florida,SE Louisiana,82,43
12/19/2012,Bradley,MS Valley St,77,42
12/19/2012,Pittsburgh,Delaware St,71,43
12/19/2012,Notre Dame,Kennesaw,85,57
12/19/2012,St Mary's CA,Pacific,74,46
12/19/2012,Tulane,TX Pan American,76,49
12/19/2012,St Louis,E Illinois,72,45
12/19/2012,Belmont,S Dakota St,76,49
12/19/2012,Seattle,N Illinois,75,48
12/19/2012,Oklahoma St,UT Arlington,69,44
12/19/2012,Louisville,Florida Intl,79,55
12/19/2012,Coastal Car,Clemson,69,46
12/19/2012,SE Missouri St,New Orleans,94,71
12/19/2012,Gonzaga,Campbell,74,52
12/19/2012,Colorado St,CS Bakersfield,78,58
12/19/2012,Virginia,Morgan St,75,57
12/19/2012,Seton Hall,Longwood,79,61
12/19/2012,Texas,North Carolina,85,67
12/19/2012,Creighton,Tulsa,71,54
12/19/2012,Marshall,Savannah St,64,48
12/19/2012,Detroit,Alcorn St,74,58
12/19/2012,Charlotte,Radford,68,52
12/19/2012,Oregon St,Howard,69,53
12/19/2012,Cincinnati,Xavier,60,45
12/19/2012,Iowa St,Missouri KC,76,61
12/19/2012,UNLV,Northern Iowa,73,59
12/19/2012,UNC Wilmington,UNC Greensboro,87,73
12/19/2012,St Peter's,Long Island,80,67
12/19/2012,Samford,TN Martin,75,62
12/19/2012,NC A&T,E Kentucky,78,67
12/19/2012,Canisius,Temple,72,62
12/19/2012,South Dakota,Morehead St,85,75
12/19/2012,Portland,North Florida,74,64
12/19/2012,Massachusetts,Ohio,85,76
12/19/2012,Pepperdine,Alabama St,66,58
12/19/2012,Wright St,Miami OH,67,59
12/19/2012,UTEP,Oregon,91,84
12/19/2012,Murray St,Arkansas St,61,54
12/19/2012,Bucknell,Marist,71,65
12/19/2012,Montana,Northern Arizona,62,56
12/19/2012,Duquesne,W Michigan,71,66
12/19/2012,South Carolina,Appalachian St,74,69
12/19/2012,New Mexico,New Mexico St,68,63
12/19/2012,West Virginia,Oakland,76,71
12/19/2012,CS Sacramento,Montana St,62,57
12/19/2012,Alabama,Texas Tech,66,62
12/19/2012,Mississippi,Loy Marymount,73,70
12/19/2012,Coppin St,Towson,64,61
12/19/2012,Rice,Chicago St,63,60
12/19/2012,Drake,NC Central,72,69
12/19/2012,Utah Valley,Troy,67,64
12/19/2012,WI Green Bay,Marquette,49,47
12/19/2012,Illinois St,Dayton,74,73
12/20/2012,Michigan,E Michigan,93,54
12/20/2012,Kent,St Francis PA,77,48
12/20/2012,Duke,Elon,76,54
12/20/2012,SF Austin,Grambling,60,38
12/20/2012,Weber St,E Washington,74,53
12/20/2012,Valparaiso,IUPUI,89,69
12/20/2012,Princeton,Rider,62,45
12/20/2012,Tulane,Pepperdine,69,54
12/20/2012,Lehigh,North Texas,90,75
12/20/2012,La Salle,Iona,88,74
12/20/2012,Portland St,Idaho St,63,49
12/20/2012,Washington,Cal Poly SLO,75,62
12/20/2012,C Michigan,Texas St,92,80
12/20/2012,Wichita St,Charleston So,65,53
12/20/2012,Boise St,Idaho,78,68
12/20/2012,UC Davis,S Illinois,78,70
12/20/2012,UAB,ULM,76,69
12/20/2012,Utah St,Nicholls St,79,72
12/20/2012,UC Irvine,USC,61,54
12/20/2012,Memphis,Lipscomb,62,56
12/20/2012,TX Pan American,Alabama St,76,70
12/20/2012,Arkansas,Robert Morris,79,74
12/20/2012,N Kentucky,Hampton,54,52
12/21/2012,Colorado,Northern Arizona,98,51
12/21/2012,VA Commonwealth,Longwood,93,56
12/21/2012,Indiana,FL Atlantic,88,52
12/21/2012,UT San Antonio,TAM C. Christi,75,45
12/21/2012,Denver,Southern Utah,72,47
12/21/2012,Rutgers,Howard,79,55
12/21/2012,IPFW,Kennesaw,70,47
12/21/2012,Delaware,Penn,83,60
12/21/2012,Notre Dame,Niagara,89,67
12/21/2012,N Dakota St,Morehead St,69,49
12/21/2012,Northeastern,Central Conn,82,63
12/21/2012,UCF,Stetson,83,66
12/21/2012,Wyoming,Santa Barbara,56,40
12/21/2012,Youngstown St,Bethune-Cookman,67,51
12/21/2012,Connecticut,Fordham,88,73
12/21/2012,Baylor,BYU,79,64
12/21/2012,Tennessee,W Carolina,66,52
12/21/2012,S Illinois,Nicholls St,65,53
12/21/2012,Utah St,UC Davis,73,61
12/21/2012,Santa Clara,Alcorn St,70,58
12/21/2012,Washington St,Buffalo,65,54
12/21/2012,Wagner,SMU,63,53
12/21/2012,N Colorado,North Dakota,75,66
12/21/2012,UNC Asheville,St John's,72,65
12/21/2012,Maryland,Stony Brook,76,69
12/21/2012,CS Northridge,Utah,76,71
12/21/2012,Middle Tenn St,Vanderbilt,56,52
12/21/2012,South Florida,Bowling Green,87,84
12/21/2012,E Kentucky,High Point,73,70
12/21/2012,Tennessee St,SC Upstate,67,64
12/21/2012,Stanford,Northwestern,70,68
12/21/2012,Quinnipiac,Albany NY,59,57
12/21/2012,Montana,CS Sacramento,61,60
12/22/2012,Oregon,Houston Bap,91,50
12/22/2012,Ohio,MD E Shore,93,57
12/22/2012,Oklahoma St,Tennessee Tech,78,42
12/22/2012,North Carolina,McNeese St,97,63
12/22/2012,California,Prairie View,85,53
12/22/2012,Georgia Tech,Citadel,73,41
12/22/2012,Seton Hall,Long Island,89,58
12/22/2012,Iowa,Coppin St,80,50
12/22/2012,La Salle,Sacred Heart,100,71
12/22/2012,Kentucky,Marshall,82,54
12/22/2012,Villanova,Monmouth NJ,83,56
12/22/2012,Arkansas,Alabama A&M,95,68
12/22/2012,Illinois St,Austin Peay,83,57
12/22/2012,Minnesota,Lafayette,75,50
12/22/2012,Santa Clara,Wagner,69,45
12/22/2012,Louisville,W Kentucky,78,55
12/22/2012,Seattle,Campbell,72,49
12/22/2012,UTEP,Ark Pine Bluff,83,61
12/22/2012,Houston,Chicago St,79,57
12/22/2012,San Diego St,San Francisco,80,58
12/22/2012,Tulane,Hofstra,83,62
12/22/2012,W Michigan,Mt St Mary's,87,66
12/22/2012,St Louis,Loy Marymount,65,44
12/22/2012,Wisconsin,WI Milwaukee,74,53
12/22/2012,New Mexico St,Missouri St,71,51
12/22/2012,Arizona,ETSU,73,53
12/22/2012,NC State,St Bonaventure,92,73
12/22/2012,Drake,E Illinois,74,56
12/22/2012,Georgetown,American Univ,65,48
12/22/2012,WI Green Bay,South Dakota,72,55
12/22/2012,Colorado St,Portland,70,53
12/22/2012,South Alabama,Ark Little Rock,77,62
12/22/2012,Arizona St,Texas Tech,77,62
12/22/2012,UNLV,Canisius,89,74
12/22/2012,Miami FL,Hawaii,73,58
12/22/2012,SMU,Alcorn St,67,52
12/22/2012,Vermont,F Dickinson,76,62
12/22/2012,Nebraska,C Michigan,89,75
12/22/2012,Wake Forest,UNC Greensboro,84,70
12/22/2012,Bryant,Dartmouth,79,66
12/22/2012,Boston Univ,Cornell,70,57
12/22/2012,UCLA,Fresno St,91,78
12/22/2012,Miami OH,IL Chicago,82,70
12/22/2012,St Francis NY,Colgate,73,61
12/22/2012,Jacksonville,Furman,65,53
12/22/2012,Princeton,Bucknell,79,67
12/22/2012,ULL,Duquesne,91,79
12/22/2012,Utah St,S Illinois,70,58
12/22/2012,Michigan St,Texas,67,56
12/22/2012,Ga Southern,MS Valley St,63,52
12/22/2012,UC Davis,Nicholls St,82,71
12/22/2012,Drexel,Davidson,69,58
12/22/2012,Washington,N Illinois,67,57
12/22/2012,Hartford,Marist,56,46
12/22/2012,West Virginia,Radford,72,62
12/22/2012,Cincinnati,Wright St,68,58
12/22/2012,North Florida,CS Bakersfield,80,70
12/22/2012,Col Charleston,Coastal Car,60,51
12/22/2012,G Washington,VMI,76,67
12/22/2012,Dayton,Murray St,77,68
12/22/2012,Missouri,Illinois,82,73
12/22/2012,N Kentucky,Navy,55,46
12/22/2012,James Madison,San Jose St,77,68
12/22/2012,Georgia,USC,64,56
12/22/2012,DePaul,MD Baltimore Co,69,61
12/22/2012,Appalachian St,Presbyterian,78,70
12/22/2012,Butler,Evansville,75,67
12/22/2012,Air Force,UC Riverside,61,53
12/22/2012,Kansas,Ohio St,74,66
12/22/2012,TX Pan American,NE Omaha,80,72
12/22/2012,Wichita St,Southern Miss,59,51
12/22/2012,Northern Iowa,St Mary's CA,82,75
12/22/2012,Mercer,Alabama,66,59
12/22/2012,Massachusetts,East Carolina,88,81
12/22/2012,Harvard,Holy Cross,72,65
12/22/2012,Mississippi St,Cent Arkansas,79,72
12/22/2012,Winthrop,Auburn,74,67
12/22/2012,Oregon St,San Diego,86,79
12/22/2012,Maine,FL Gulf Coast,84,78
12/22/2012,South Carolina,Manhattan,63,57
12/22/2012,NC Central,Utah Valley,73,67
12/22/2012,Kansas St,Florida,67,61
12/22/2012,S Dakota St,New Mexico,70,65
12/22/2012,Loyola-Chicago,St Peter's,54,49
12/22/2012,Rhode Island,Georgia St,65,60
12/22/2012,Temple,Syracuse,83,79
12/22/2012,Marquette,LSU,84,80
12/22/2012,Kent,Arkansas St,73,69
12/22/2012,Tulsa,Oral Roberts,72,68
12/22/2012,Weber St,Portland St,73,69
12/22/2012,Fairfield,St Joseph's PA,60,57
12/22/2012,George Mason,Richmond,67,64
12/22/2012,Boston College,Providence,71,68
12/22/2012,Florida St,Charlotte,79,76
12/22/2012,E Washington,Idaho St,57,54
12/22/2012,Florida Intl,TX Southern,48,45
12/22/2012,Old Dominion,Virginia,63,61
12/22/2012,TCU,Rice,65,63
12/22/2012,Oakland,E Michigan,59,57
12/22/2012,Indiana St,Mississippi,87,85
12/22/2012,Southern Univ,Texas A&M,53,51
12/22/2012,SE Missouri St,Missouri KC,66,65
12/22/2012,Wofford,Xavier,56,55
12/22/2012,Virginia Tech,Bradley,66,65
12/22/2012,Elon,Columbia,70,69
12/23/2012,Clemson,S Carolina St,77,41
12/23/2012,Colorado St,Virginia Tech,88,52
12/23/2012,Akron,Cleveland St,87,57
12/23/2012,Iona,Norfolk St,100,72
12/23/2012,North Florida,Ga Southern,74,46
12/23/2012,Penn St,New Hampshire,72,45
12/23/2012,Hawaii,ETSU,84,61
12/23/2012,Northwestern,Brown,63,42
12/23/2012,Arizona,Miami FL,69,50
12/23/2012,C Michigan,Ark Pine Bluff,62,45
12/23/2012,Boise St,New Orleans,67,51
12/23/2012,Pittsburgh,Kennesaw,59,43
12/23/2012,UTEP,Nebraska,68,52
12/23/2012,IUPUI,Ball St,77,68
12/23/2012,Mississippi,San Francisco,85,78
12/23/2012,San Diego St,Indiana St,62,55
12/23/2012,Fordham,Siena,81,75
12/23/2012,CS Bakersfield,MS Valley St,69,64
12/23/2012,James Madison,San Diego,62,59
12/23/2012,Portland,Bradley,57,55
12/25/2012,San Francisco,ETSU,67,49
12/25/2012,Mississippi,Hawaii,81,66
12/25/2012,Indiana St,Miami FL,57,55
12/25/2012,Arizona,San Diego St,68,67
12/27/2012,BYU,Northern Arizona,84,54
12/27/2012,St Mary's CA,Rhode Island,82,59
12/27/2012,Loy Marymount,Morgan St,79,62
12/27/2012,Arkansas St,ULL,87,70
12/27/2012,Akron,TX Southern,83,68
12/27/2012,IUPUI,IPFW,88,74
12/27/2012,Canisius,Alcorn St,87,74
12/27/2012,W Kentucky,Florida Intl,76,63
12/27/2012,W Illinois,Oakland,73,63
12/27/2012,FL Atlantic,Troy,61,54
12/27/2012,New Mexico,Cincinnati,55,54
12/28/2012,Southern Miss,Morehead St,94,58
12/28/2012,Indiana,Jacksonville,93,59
12/28/2012,Colgate,Binghamton,74,47
12/28/2012,St Louis,Edwardsville,68,41
12/28/2012,Bucknell,Loyola MD,66,46
12/28/2012,UCF,Howard,62,45
12/28/2012,LSU,Houston Bap,75,58
12/28/2012,Belmont,Boston Univ,64,48
12/28/2012,Memphis,Oral Roberts,72,57
12/28/2012,Cornell,St Francis PA,79,67
12/28/2012,Rutgers,Rider,68,56
12/28/2012,Texas Tech,NC A&T,85,74
12/28/2012,Albany NY,Navy,71,61
12/28/2012,Villanova,NJIT,70,60
12/28/2012,Nevada,Yale,85,75
12/28/2012,Utah Valley,Austin Peay,84,77
12/28/2012,Chattanooga,High Point,68,61
12/28/2012,Gonzaga,Baylor,94,87
12/28/2012,St Joseph's PA,Iona,96,91
12/28/2012,North Dakota,Bowling Green,56,53
12/28/2012,UCLA,Missouri,97,94
12/28/2012,Brown,Providence,69,68
12/28/2012,Seton Hall,Stony Brook,60,59
12/29/2012,Ohio St,Chicago St,87,44
12/29/2012,Wisconsin,Samford,87,51
12/29/2012,Washington St,Idaho St,74,39
12/29/2012,Kansas,American Univ,89,57
12/29/2012,Maryland,Delaware St,79,50
12/29/2012,VA Commonwealth,F Dickinson,96,67
12/29/2012,Colorado,Hartford,80,52
12/29/2012,La Salle,Siena,80,52
12/29/2012,Boston Univ,Howard,71,44
12/29/2012,BYU,Virginia Tech,97,71
12/29/2012,Georgia Tech,Fordham,73,48
12/29/2012,South Dakota,NE Omaha,95,72
12/29/2012,Oakland,IUPUI,84,62
12/29/2012,Syracuse,Alcorn St,57,36
12/29/2012,Jacksonville St,Tennessee Tech,83,62
12/29/2012,UT Arlington,New Mexico St,68,47
12/29/2012,UAB,Northeastern,83,63
12/29/2012,Florida St,Tulsa,82,63
12/29/2012,Toledo,IL Chicago,74,55
12/29/2012,Butler,Vanderbilt,68,49
12/29/2012,Arkansas,Northwestern LA,79,61
12/29/2012,Florida,Air Force,78,61
12/29/2012,San Jose St,Texas St,72,55
12/29/2012,Middle Tenn St,Florida Intl,69,52
12/29/2012,Creighton,Evansville,87,70
12/29/2012,South Carolina,Presbyterian,76,60
12/29/2012,NC State,W Michigan,84,68
12/29/2012,Texas,Rice,57,41
12/29/2012,Arizona St,Coppin St,68,52
12/29/2012,Michigan,C Michigan,88,73
12/29/2012,Duke,Santa Clara,90,77
12/29/2012,W Illinois,IPFW,62,50
12/29/2012,Campbell,UNC Wilmington,72,60
12/29/2012,Col Charleston,Vermont,62,50
12/29/2012,Columbia,Manhattan,69,58
12/29/2012,SF Austin,TAM C. Christi,67,56
12/29/2012,East Carolina,Norfolk St,74,63
12/29/2012,Oklahoma,Ohio,74,63
12/29/2012,UC Irvine,UC Davis,69,58
12/29/2012,Boston College,Holy Cross,70,60
12/29/2012,Penn St,Duquesne,84,74
12/29/2012,Cal Poly SLO,UC Riverside,58,48
12/29/2012,Bradley,Drake,67,57
12/29/2012,Georgia,Florida A&M,82,73
12/29/2012,Nebraska,Nicholls St,68,59
12/29/2012,Marquette,NC Central,75,66
12/29/2012,Arkansas St,South Alabama,63,54
12/29/2012,ULL,Ark Little Rock,79,70
12/29/2012,Kansas St,Missouri KC,52,44
12/29/2012,Loyola-Chicago,DePaul,69,61
12/29/2012,Connecticut,Washington,61,53
12/29/2012,Louisiana Tech,Denver,68,60
12/29/2012,Tennessee St,E Illinois,67,59
12/29/2012,Purdue,William & Mary,73,66
12/29/2012,Loy Marymount,CS Bakersfield,73,66
12/29/2012,Idaho,Seattle,71,64
12/29/2012,CS Fullerton,Santa Barbara,86,79
